SaleDate,CustomerType,Area,Category,SaleAmount,SaleYear
05/27/15,Contractor,South,Appliances,467.16,2015
05/27/15,Contractor,Mid-Town,Appliances,210.06,2015
05/27/15,Consumer,West,Materials,845.85,2015
05/27/15,Home Builder,Mid-Town,Materials,22.30,2015
05/27/15,Home Builder,Mid-Town,Materials,128.17,2015
05/27/15,Contractor,Mid-Town,Materials,23.26,2015
05/27/15,Contractor,Mid-Town,Materials,34.63,2015
05/27/15,Home Builder,West,Tools,14.78,2015
05/28/15,Home Builder,South,Appliances,168.06,2015
05/28/15,Consumer,Mid-Town,Appliances,403.54,2015
05/28/15,Home Builder,South,Materials,18.48,2015
05/28/15,Home Builder,South,Materials,153.97,2015
05/28/15,Home Builder,South,Materials,12.43,2015
05/28/15,Consumer,West,Tools,20.29,2015
05/28/15,Consumer,Mid-Town,Tools,113.08,2015
05/28/15,Consumer,Mid-Town,Tools,110.18,2015
05/30/15,Consumer,East,Appliances,146.27,2015
05/30/15,Home Builder,West,Materials,6.84,2015
05/30/15,Consumer,East,Materials,47.89,2015
05/30/15,Consumer,East,Materials,13.10,2015
05/30/15,Consumer,East,Materials,535.67,2015
05/30/15,Consumer,East,Materials,6.31,2015
05/30/15,Consumer,East,Materials,45.69,2015
05/30/15,Consumer,East,Materials,16.45,2015
05/30/15,Consumer,East,Materials,77.88,2015
05/31/15,Consumer,West,Materials,32.48,2015
05/31/15,Consumer,West,Materials,540.62,2015
05/31/15,Consumer,West,Materials,167.99,2015
05/31/15,Contractor,East,Materials,8.25,2015
05/31/15,Consumer,Mid-Town,Materials,12.44,2015
05/31/15,Home Builder,East,Materials,85.27,2015
05/31/15,Contractor,East,Tools,41.98,2015
05/31/15,Contractor,East,Tools,332.91,2015
06/01/15,Consumer,East,Appliances,240.04,2015
06/01/15,Consumer,East,Appliances,128.93,2015
06/01/15,Home Builder,South,Appliances,162.60,2015
06/01/15,Consumer,East,Materials,160.37,2015
06/02/15,Contractor,West,Materials,58.50,2015
06/02/15,Contractor,West,Materials,105.80,2015
06/02/15,Contractor,West,Materials,81.14,2015
06/02/15,Consumer,West,Materials,15.91,2015
06/02/15,Consumer,West,Electrical,339.26,2015
06/02/15,Consumer,South,Materials,10.48,2015
06/02/15,Home Builder,East,Materials,7.79,2015
06/02/15,Contractor,Mid-Town,Materials,6.02,2015
06/02/15,Contractor,Mid-Town,Materials,173.77,2015
06/02/15,Contractor,Mid-Town,Materials,3.77,2015
06/02/15,Contractor,East,Materials,274.92,2015
06/02/15,Contractor,East,Materials,62.46,2015
06/02/15,Home Builder,East,Tools,22.44,2015
06/02/15,Consumer,West,Tools,1505.34,2015
06/02/15,Consumer,Mid-Town,Tools,2568.05,2015
06/02/15,Contractor,Mid-Town,Tools,51.82,2015
06/02/15,Contractor,East,Tools,8.54,2015
06/03/15,Consumer,Mid-Town,Appliances,320.98,2015
06/03/15,Consumer,Mid-Town,Appliances,144.83,2015
06/03/15,Contractor,Mid-Town,Materials,5.96,2015
06/03/15,Contractor,Mid-Town,Materials,45.20,2015
06/03/15,Consumer,Mid-Town,Materials,419.83,2015
06/03/15,Consumer,Mid-Town,Materials,29.20,2015
06/03/15,Home Builder,West,Materials,11.83,2015
06/06/15,Consumer,West,Appliances,124.78,2015
06/06/15,Consumer,West,Appliances,1059.27,2015
06/06/15,Consumer,West,Materials,7.46,2015
06/06/15,Consumer,West,Materials,9.31,2015
06/06/15,Home Builder,East,Materials,31.05,2015
06/06/15,Home Builder,East,Tools,36.69,2015
06/07/15,Contractor,Mid-Town,Materials,10.61,2015
06/07/15,Contractor,East,Tools,1598.77,2015
06/09/15,Contractor,West,Materials,7.73,2015
06/09/15,Home Builder,East,Materials,18.33,2015
06/09/15,Home Builder,East,Materials,26.44,2015
06/09/15,Home Builder,East,Materials,8.34,2015
06/10/15,Consumer,Mid-Town,Appliances,102.49,2015
06/10/15,Consumer,Mid-Town,Materials,143.34,2015
06/10/15,Contractor,South,Materials,173.51,2015
06/10/15,Contractor,South,Materials,527.30,2015
06/10/15,Contractor,South,Materials,4.76,2015
06/10/15,Contractor,South,Materials,9.36,2015
06/10/15,Contractor,South,Materials,45.20,2015
06/10/15,Contractor,South,Materials,18.45,2015
06/10/15,Contractor,South,Tools,180.14,2015
06/11/15,Consumer,West,Appliances,140.64,2015
06/11/15,Consumer,South,Appliances,174.78,2015
06/11/15,Home Builder,South,Materials,121.02,2015
06/11/15,Consumer,Mid-Town,Materials,13.01,2015
06/11/15,Consumer,South,Materials,64.25,2015
06/11/15,Consumer,South,Materials,38.75,2015
06/11/15,Consumer,West,Tools,355.64,2015
06/13/15,Consumer,South,Appliances,155.31,2015
06/13/15,Contractor,South,Electrical,249.60,2015
06/13/15,Consumer,South,Materials,36.28,2015
06/13/15,Consumer,South,Materials,57.43,2015
06/13/15,Consumer,South,Materials,33.70,2015
06/13/15,Contractor,South,Materials,63.20,2015
06/13/15,Contractor,South,Materials,84.10,2015
06/13/15,Contractor,South,Materials,3.92,2015
06/13/15,Contractor,South,Materials,1109.19,2015
06/13/15,Contractor,South,Materials,569.45,2015
06/13/15,Consumer,South,Tools,31.20,2015
06/13/15,Contractor,South,Tools,1157.64,2015
06/13/15,Contractor,South,Tools,49.65,2015
06/14/15,Consumer,South,Appliances,156.03,2015
06/14/15,Consumer,East,Materials,21.15,2015
06/14/15,Consumer,East,Materials,30.11,2015
06/14/15,Home Builder,Mid-Town,Materials,25.54,2015
06/14/15,Consumer,East,Tools,45.03,2015
06/15/15,Contractor,South,Appliances,917.97,2015
06/15/15,Home Builder,East,Appliances,168.00,2015
06/15/15,Consumer,West,Materials,36.83,2015
06/15/15,Contractor,South,Materials,25.52,2015
06/15/15,Contractor,South,Materials,19.16,2015
06/15/15,Contractor,South,Materials,33.70,2015
06/15/15,Home Builder,East,Materials,8.49,2015
06/15/15,Home Builder,East,Materials,30.74,2015
06/15/15,Contractor,South,Materials,6.55,2015
06/15/15,Home Builder,East,Materials,3.65,2015
06/16/15,Home Builder,East,Tools,51.30,2015
06/17/15,Consumer,South,Appliances,112.00,2015
06/17/15,Contractor,West,Appliances,225.86,2015
06/17/15,Consumer,West,Materials,9.59,2015
06/17/15,Consumer,West,Materials,84.02,2015
06/17/15,Consumer,West,Tools,379.29,2015
06/17/15,Consumer,West,Tools,43.07,2015
06/18/15,Consumer,East,Appliances,134.03,2015
06/18/15,Consumer,East,Materials,6.44,2015
06/18/15,Consumer,Mid-Town,Materials,28.85,2015
06/18/15,Consumer,Mid-Town,Materials,27.29,2015
06/18/15,Consumer,East,Materials,3050.45,2015
06/18/15,Consumer,Mid-Town,Tools,197.42,2015
06/20/15,Consumer,South,Appliances,500.73,2015
06/20/15,Home Builder,West,Materials,11.97,2015
06/20/15,Home Builder,West,Materials,4.63,2015
06/20/15,Home Builder,West,Materials,9.52,2015
06/20/15,Consumer,West,Materials,52.24,2015
06/20/15,Contractor,South,Materials,13.75,2015
06/20/15,Contractor,South,Materials,6.20,2015
06/20/15,Contractor,South,Materials,20.82,2015
06/20/15,Consumer,South,Materials,459.04,2015
06/20/15,Consumer,South,Electrical,35.98,2015
06/20/15,Consumer,South,Materials,34.34,2015
06/20/15,Home Builder,West,Tools,80.64,2015
06/20/15,Contractor,South,Tools,643.19,2015
06/20/15,Consumer,South,Tools,60.86,2015
06/21/15,Consumer,West,Materials,6.80,2015
06/21/15,Consumer,West,Materials,186.90,2015
06/21/15,Home Builder,Mid-Town,Materials,5.91,2015
06/21/15,Home Builder,Mid-Town,Landscaping,244.94,2015
06/21/15,Home Builder,East,Materials,6.14,2015
06/21/15,Consumer,West,Tools,12.69,2015
06/22/15,Contractor,West,Appliances,131.02,2015
06/22/15,Consumer,West,Appliances,130.98,2015
06/22/15,Home Builder,East,Appliances,320.06,2015
06/22/15,Contractor,West,Tools,262.79,2015
06/23/15,Consumer,South,Appliances,111.22,2015
06/24/15,Consumer,West,Materials,5.01,2015
06/24/15,Consumer,East,Materials,1254.10,2015
06/24/15,Home Builder,Mid-Town,Tools,804.39,2015
06/25/15,Consumer,West,Appliances,209.63,2015
06/25/15,Consumer,West,Appliances,226.29,2015
06/25/15,Consumer,West,Appliances,145.42,2015
06/25/15,Contractor,South,Appliances,175.21,2015
06/25/15,Consumer,West,Materials,5.81,2015
06/25/15,Contractor,South,Materials,166.24,2015
06/25/15,Contractor,South,Tools,27.70,2015
06/27/15,Home Builder,East,Materials,31.31,2015
06/27/15,Home Builder,East,Materials,78.50,2015
06/27/15,Consumer,West,Materials,21.22,2015
06/27/15,Consumer,West,Materials,88.96,2015
06/27/15,Consumer,West,Materials,304.56,2015
06/27/15,Consumer,Mid-Town,Materials,49.87,2015
06/27/15,Consumer,Mid-Town,Materials,1.05,2015
06/27/15,Consumer,Mid-Town,Materials,4.84,2015
06/27/15,Consumer,West,Tools,213.04,2015
06/27/15,Consumer,Mid-Town,Tools,76.14,2015
06/28/15,Contractor,Mid-Town,Appliances,143.16,2015
06/28/15,Consumer,Mid-Town,Appliances,972.09,2015
06/28/15,Consumer,South,Materials,154.04,2015
06/28/15,Consumer,South,Materials,15.57,2015
06/28/15,Consumer,South,Materials,45.19,2015
06/28/15,Home Builder,East,Materials,43.08,2015
06/28/15,Consumer,South,Tools,333.15,2015
06/30/15,Contractor,West,Materials,5.92,2015
06/30/15,Contractor,East,Materials,15.86,2015
06/30/15,Home Builder,South,Materials,123.15,2015
06/30/15,Home Builder,South,Materials,140.77,2015
06/30/15,Contractor,West,Tools,634.20,2015
06/30/15,Contractor,East,Tools,502.26,2015
07/01/15,Home Builder,Mid-Town,Appliances,283.48,2015
07/01/15,Consumer,East,Materials,25.71,2015
07/01/15,Consumer,East,Tools,20.71,2015
07/01/15,Consumer,East,Tools,117.96,2015
07/02/15,Consumer,Mid-Town,Materials,34.42,2015
07/02/15,Consumer,Mid-Town,Materials,68.72,2015
07/02/15,Consumer,Mid-Town,Tools,408.66,2015
07/02/15,Consumer,Mid-Town,Tools,382.33,2015
07/03/15,Contractor,South,Appliances,174.98,2015
07/03/15,Consumer,Mid-Town,Materials,435.55,2015
07/03/15,Consumer,Mid-Town,Materials,11.40,2015
07/03/15,Consumer,South,Materials,12.21,2015
07/03/15,Consumer,South,Materials,15.76,2015
07/03/15,Home Builder,East,Materials,19.65,2015
07/03/15,Contractor,South,Materials,3.10,2015
07/03/15,Contractor,South,Materials,9.77,2015
07/03/15,Contractor,South,Tools,167.83,2015
07/05/15,Consumer,South,Materials,315.58,2015
07/05/15,Contractor,East,Materials,7.06,2015
07/05/15,Consumer,South,Tools,73.82,2015
07/05/15,Contractor,East,Tools,170.15,2015
07/05/15,Contractor,East,Tools,283.10,2015
07/06/15,Consumer,Mid-Town,Appliances,1143.96,2015
07/06/15,Home Builder,East,Materials,15.50,2015
07/06/15,Home Builder,West,Materials,23.06,2015
07/07/15,Consumer,East,Appliances,134.88,2015
07/07/15,Contractor,South,Materials,7.56,2015
07/07/15,Home Builder,Mid-Town,Materials,20.33,2015
07/07/15,Consumer,East,Materials,39.03,2015
07/07/15,Contractor,South,Materials,12.26,2015
07/07/15,Contractor,South,Tools,5.14,2015
07/07/15,Contractor,South,Tools,5.03,2015
07/08/15,Contractor,East,Appliances,125.16,2015
07/08/15,Contractor,East,Materials,601.89,2015
07/08/15,Contractor,East,Materials,11.90,2015
07/08/15,Contractor,East,Tools,14.10,2015
07/08/15,Contractor,East,Tools,163.61,2015
07/08/15,Home Builder,East,Tools,302.17,2015
07/08/15,Consumer,West,Tools,170.59,2015
07/10/15,Consumer,Mid-Town,Materials,21.33,2015
07/11/15,Consumer,East,Appliances,465.18,2015
07/11/15,Consumer,East,Appliances,270.00,2015
07/11/15,Contractor,East,Materials,6.65,2015
07/11/15,Contractor,East,Materials,129.09,2015
07/11/15,Consumer,South,Materials,5.24,2015
07/11/15,Consumer,East,Materials,16.59,2015
07/11/15,Consumer,East,Materials,12.62,2015
07/11/15,Consumer,East,Materials,86.61,2015
07/11/15,Consumer,East,Materials,79.38,2015
07/11/15,Consumer,East,Electrical,156.43,2015
07/11/15,Consumer,East,Materials,45.43,2015
07/11/15,Consumer,East,Materials,105.08,2015
07/11/15,Contractor,Mid-Town,Materials,52.04,2015
07/11/15,Consumer,East,Tools,182.01,2015
07/12/15,Consumer,West,Materials,3.39,2015
07/12/15,Consumer,West,Materials,40.72,2015
07/13/15,Contractor,East,Appliances,766.12,2015
07/13/15,Consumer,East,Materials,2.76,2015
07/13/15,Consumer,East,Materials,6.69,2015
07/13/15,Consumer,East,Materials,11.22,2015
07/13/15,Consumer,West,Materials,30.04,2015
07/13/15,Consumer,West,Materials,98.40,2015
07/13/15,Contractor,East,Materials,223.27,2015
07/13/15,Consumer,East,Tools,290.08,2015
07/13/15,Consumer,East,Tools,341.82,2015
07/13/15,Consumer,East,Tools,25.41,2015
07/13/15,Contractor,East,Tools,207.83,2015
07/14/15,Consumer,Mid-Town,Appliances,148.74,2015
07/14/15,Consumer,Mid-Town,Appliances,537.75,2015
07/14/15,Consumer,Mid-Town,Appliances,659.22,2015
07/14/15,Consumer,Mid-Town,Appliances,322.53,2015
07/14/15,Consumer,Mid-Town,Materials,2.26,2015
07/14/15,Consumer,Mid-Town,Materials,7.01,2015
07/14/15,Consumer,Mid-Town,Tools,383.89,2015
07/14/15,Consumer,Mid-Town,Tools,7.83,2015
07/15/15,Consumer,East,Materials,12.04,2015
07/15/15,Consumer,East,Materials,10.66,2015
07/15/15,Home Builder,Mid-Town,Materials,41.62,2015
07/15/15,Contractor,South,Materials,39.12,2015
07/15/15,Consumer,East,Tools,2008.28,2015
07/16/15,Consumer,West,Materials,272.79,2015
07/16/15,Consumer,West,Materials,18.58,2015
07/16/15,Consumer,West,Tools,441.97,2015
07/16/15,Consumer,West,Tools,127.99,2015
07/18/15,Contractor,East,Appliances,600.11,2015
07/18/15,Contractor,East,Materials,84.92,2015
07/18/15,Home Builder,East,Materials,138.62,2015
07/18/15,Home Builder,East,Materials,12.10,2015
07/18/15,Contractor,West,Tools,1348.75,2015
07/18/15,Contractor,West,Tools,700.23,2015
07/18/15,Home Builder,East,Tools,161.55,2015
07/19/15,Contractor,Mid-Town,Materials,6.45,2015
07/19/15,Contractor,Mid-Town,Materials,14.45,2015
07/19/15,Consumer,West,Tools,195.57,2015
07/19/15,Contractor,South,Tools,238.88,2015
07/20/15,Consumer,West,Appliances,520.20,2015
07/20/15,Consumer,East,Appliances,136.11,2015
07/20/15,Contractor,East,Materials,5.82,2015
07/20/15,Consumer,East,Electrical,3.54,2015
07/20/15,Consumer,East,Tools,7.66,2015
07/21/15,Consumer,West,Materials,2.11,2015
07/22/15,Consumer,Mid-Town,Appliances,831.48,2015
07/22/15,Consumer,Mid-Town,Appliances,164.33,2015
07/22/15,Consumer,Mid-Town,Materials,34.88,2015
07/22/15,Consumer,Mid-Town,Materials,26.66,2015
07/22/15,Consumer,Mid-Town,Materials,106.96,2015
07/22/15,Consumer,Mid-Town,Materials,98.15,2015
07/22/15,Consumer,Mid-Town,Materials,141.50,2015
07/22/15,Consumer,Mid-Town,Materials,2.94,2015
07/22/15,Consumer,Mid-Town,Tools,400.34,2015
07/22/15,Consumer,Mid-Town,Tools,949.97,2015
07/25/15,Home Builder,East,Materials,72.39,2015
07/25/15,Consumer,East,Materials,10.63,2015
07/25/15,Home Builder,East,Tools,129.03,2015
07/26/15,Home Builder,South,Appliances,279.98,2015
07/26/15,Home Builder,South,Materials,135.30,2015
07/26/15,Home Builder,South,Materials,90.34,2015
07/26/15,Home Builder,South,Tools,21.18,2015
07/27/15,Consumer,West,Appliances,648.92,2015
07/27/15,Home Builder,East,Materials,26.18,2015
07/27/15,Consumer,West,Materials,9.61,2015
07/27/15,Consumer,West,Materials,13.48,2015
07/27/15,Contractor,South,Materials,102.40,2015
07/27/15,Consumer,West,Tools,754.24,2015
07/27/15,Consumer,West,Tools,567.18,2015
07/27/15,Contractor,South,Tools,383.68,2015
07/28/15,Consumer,West,Materials,167.96,2015
07/28/15,Contractor,West,Materials,9.24,2015
07/28/15,Contractor,West,Materials,24.29,2015
07/28/15,Contractor,West,Materials,99.41,2015
07/28/15,Consumer,East,Materials,10.70,2015
07/28/15,Consumer,West,Tools,404.96,2015
07/28/15,Contractor,West,Tools,271.68,2015
07/29/15,Consumer,South,Appliances,132.07,2015
08/01/15,Consumer,West,Appliances,210.17,2015
08/01/15,Consumer,West,Materials,11.04,2015
08/01/15,Contractor,Mid-Town,Materials,61.84,2015
08/01/15,Consumer,West,Tools,5.49,2015
08/01/15,Home Builder,Mid-Town,Tools,155.96,2015
08/02/15,Consumer,East,Appliances,2309.86,2015
08/02/15,Contractor,South,Appliances,251.69,2015
08/02/15,Consumer,East,Materials,19.54,2015
08/02/15,Contractor,Mid-Town,Materials,52.64,2015
08/02/15,Consumer,East,Tools,1091.11,2015
08/03/15,Home Builder,West,Materials,7.19,2015
08/03/15,Home Builder,West,Tools,1015.03,2015
08/04/15,Consumer,West,Appliances,558.61,2015
08/04/15,Home Builder,East,Appliances,129.13,2015
08/04/15,Home Builder,East,Appliances,200.19,2015
08/04/15,Consumer,West,Materials,6.63,2015
08/04/15,Home Builder,East,Materials,8.66,2015
08/04/15,Home Builder,East,Electrical,111.31,2015
08/04/15,Consumer,West,Tools,296.93,2015
08/07/15,Contractor,Mid-Town,Materials,33.57,2015
08/07/15,Contractor,Mid-Town,Materials,23.09,2015
08/07/15,Contractor,Mid-Town,Materials,1.59,2015
08/07/15,Contractor,Mid-Town,Tools,15.20,2015
08/08/15,Contractor,Mid-Town,Materials,28.30,2015
08/08/15,Contractor,Mid-Town,Materials,35.85,2015
08/08/15,Contractor,Mid-Town,Materials,6.33,2015
08/08/15,Contractor,Mid-Town,Materials,56.77,2015
08/08/15,Contractor,Mid-Town,Tools,369.25,2015
08/09/15,Contractor,South,Appliances,529.62,2015
08/09/15,Contractor,West,Materials,3.58,2015
08/09/15,Home Builder,West,Materials,19.92,2015
08/09/15,Consumer,Mid-Town,Materials,28.42,2015
08/09/15,Consumer,East,Materials,107.13,2015
08/09/15,Contractor,East,Materials,80.68,2015
08/09/15,Contractor,South,Materials,25.31,2015
08/09/15,Consumer,Mid-Town,Tools,217.20,2015
08/10/15,Consumer,East,Appliances,183.99,2015
08/10/15,Consumer,West,Materials,6.81,2015
08/10/15,Consumer,West,Materials,7.30,2015
08/10/15,Consumer,East,Materials,42.44,2015
08/10/15,Consumer,East,Materials,115.06,2015
08/10/15,Consumer,East,Materials,470.25,2015
08/10/15,Consumer,West,Tools,147.68,2015
08/11/15,Consumer,East,Appliances,308.00,2015
08/11/15,Consumer,East,Appliances,989.75,2015
08/11/15,Consumer,East,Appliances,248.04,2015
08/11/15,Contractor,Mid-Town,Materials,2.35,2015
08/11/15,Contractor,Mid-Town,Materials,23.52,2015
08/11/15,Consumer,East,Materials,43.64,2015
08/11/15,Consumer,East,Materials,1302.80,2015
08/11/15,Consumer,East,Materials,150.89,2015
08/11/15,Consumer,East,Materials,10.86,2015
08/11/15,Contractor,South,Materials,4.79,2015
08/11/15,Contractor,East,Materials,144.33,2015
08/11/15,Contractor,Mid-Town,Tools,647.35,2015
08/11/15,Consumer,East,Tools,390.46,2015
08/11/15,Consumer,East,Tools,48.92,2015
08/11/15,Consumer,East,Tools,6.59,2015
08/11/15,Home Builder,Mid-Town,Tools,687.42,2015
08/11/15,Contractor,East,Tools,10.52,2015
08/12/15,Consumer,West,Appliances,469.05,2015
08/12/15,Consumer,West,Appliances,145.54,2015
08/12/15,Home Builder,Mid-Town,Materials,3.82,2015
08/12/15,Home Builder,Mid-Town,Materials,41.45,2015
08/12/15,Home Builder,Mid-Town,Materials,29.87,2015
08/12/15,Consumer,West,Materials,142.82,2015
08/12/15,Consumer,Mid-Town,Electrical,64.87,2015
08/13/15,Home Builder,East,Appliances,144.90,2015
08/13/15,Home Builder,East,Materials,12.08,2015
08/13/15,Consumer,South,Tools,46.38,2015
08/15/15,Contractor,West,Materials,50.92,2015
08/15/15,Consumer,South,Materials,5.75,2015
08/15/15,Consumer,Mid-Town,Materials,11.48,2015
08/15/15,Consumer,East,Materials,423.07,2015
08/15/15,Contractor,South,Materials,64.76,2015
08/15/15,Consumer,West,Tools,32.82,2015
08/17/15,Contractor,West,Materials,323.20,2015
08/17/15,Consumer,West,Materials,73.07,2015
08/17/15,Consumer,West,Tools,106.31,2015
08/18/15,Consumer,West,Appliances,1955.16,2015
08/18/15,Contractor,East,Appliances,556.18,2015
08/18/15,Contractor,East,Appliances,131.49,2015
08/18/15,Consumer,West,Materials,2.47,2015
08/18/15,Consumer,West,Materials,334.94,2015
08/18/15,Consumer,West,Materials,5.09,2015
08/18/15,Contractor,East,Materials,10.89,2015
08/18/15,Contractor,East,Materials,2.93,2015
08/18/15,Contractor,East,Materials,3.97,2015
08/18/15,Contractor,East,Materials,10.39,2015
08/18/15,Consumer,East,Materials,44.90,2015
08/18/15,Contractor,East,Tools,254.59,2015
08/18/15,Consumer,East,Tools,301.71,2015
